,url,time_control,EndDate,isProfilePlayerWon,isProfilePlayerLost,isProfilePlayerDrawn,terminationType,Opening
7803,https://www.chess.com/game/live/50793584123,120+1,2022.07.05,False,True,False,by checkmate,Four-Knights-Game
7804,https://www.chess.com/game/live/50793628915,120+1,2022.07.05,True,False,False,by resignation,Kings-Pawn-Opening-Kings-Knight-Irish-Chicago-Gambit
7805,https://www.chess.com/game/live/51056443519,120+1,2022.07.08,False,True,False,by resignation,Philidor-Defense-Exchange-Variation-4.Nxd4-Nf6-5.Nc3
7806,https://www.chess.com/game/live/51056971683,120+1,2022.07.08,True,False,False,on time,Queens-Gambit-Accepted-3.Nc3-Nf6
7807,https://www.chess.com/game/live/51057056603,120+1,2022.07.08,True,False,False,by resignation,Four-Knights-Game
7808,https://www.chess.com/game/live/51057565403,120+1,2022.07.08,False,True,False,by resignation,Queens-Pawn-Opening-Symmetrical-Variation-3.c4
7809,https://www.chess.com/game/live/51057604167,120+1,2022.07.08,False,True,False,by checkmate,Scotch-Game-3...exd4-4.Nxd4-d6
7810,https://www.chess.com/game/live/51057647267,120+1,2022.07.08,True,False,False,by resignation,Petrovs-Defense-Three-Knights-Game
7811,https://www.chess.com/game/live/51058153443,120+1,2022.07.08,False,True,False,by checkmate,Scotch-Game-Classical-Variation-5.Be3
7812,https://www.chess.com/game/live/51100833799,120+1,2022.07.09,True,False,False,by resignation,Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit
7813,https://www.chess.com/game/live/51100855133,120+1,2022.07.09,False,True,False,by checkmate,Kings-Gambit-Accepted-Bonsch-Osmolovsky-Variation
7814,https://www.chess.com/game/live/51101399101,120+1,2022.07.09,False,False,True,Game drawn by repetition,Sicilian-Defense-Taimanov-Variation
7815,https://www.chess.com/game/live/51101451207,120+1,2022.07.09,False,True,False,by resignation,Sicilian-Defense-Open-Najdorf-Opocensky-Modern-Line-9.Be3-Nbd7
7816,https://www.chess.com/game/live/51101984981,120+1,2022.07.09,True,False,False,by resignation,Italian-Game-Knight-Attack-Polerio-Defense
7817,https://www.chess.com/game/live/51102043955,120+1,2022.07.09,False,True,False,by checkmate,Queens-Gambit-Declined-Marshall-Defense
7818,https://www.chess.com/game/live/51137359673,120+1,2022.07.09,False,True,False,by checkmate,Scotch-Game-3...exd4-4.Nxd4-Nxd4-5.Qxd4
7819,https://www.chess.com/game/live/51137428237,120+1,2022.07.09,True,False,False,on time,London-System-3...c5
7820,https://www.chess.com/game/live/51137960315,120+1,2022.07.09,True,False,False,by checkmate,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4
7821,https://www.chess.com/game/live/51138060781,600,2022.07.09,False,True,False,by resignation,French-Defense-Exchange-Variation-3...exd5-4.Nc3-Nf6-5.Nf3
7822,https://www.chess.com/game/live/51139222983,600,2022.07.09,True,False,False,by resignation,Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit
7823,https://www.chess.com/game/live/51145245017,120+1,2022.07.09,True,False,False,by resignation,Italian-Game-Two-Knights-Defense
7824,https://www.chess.com/game/live/51145766133,120+1,2022.07.09,True,False,False,by resignation,French-Defense-Normal-Variation
7825,https://www.chess.com/game/live/51145814795,120+1,2022.07.09,False,False,True,Game drawn by insufficient material,Scotch-Game-Classical-Variation-5.Be3
7826,https://www.chess.com/game/live/51146370715,120+1,2022.07.09,True,False,False,by checkmate,Ruy-Lopez-Opening-Morphy-Defense-Arkhangelsk-Variation-7.c3
7827,https://www.chess.com/game/live/51146410659,120+1,2022.07.09,True,False,False,by resignation,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4
7828,https://www.chess.com/game/live/51146947115,120+1,2022.07.09,True,False,False,on time,Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3
7829,https://www.chess.com/game/live/51147017767,120+1,2022.07.09,False,True,False,by checkmate,Scotch-Game-3...d6
7830,https://www.chess.com/game/live/51147557463,120+1,2022.07.09,True,False,False,on time,Ruy-Lopez-Opening-Morphy-Defense-Neo-Arkhangelsk-Variation-6.c3
7831,https://www.chess.com/game/live/51149949467,120+1,2022.07.09,False,True,False,by checkmate,Bishops-Opening-2...Nc6
7832,https://www.chess.com/game/live/51149990289,120+1,2022.07.10,True,False,False,by resignation,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4
7833,https://www.chess.com/game/live/51192649543,600,2022.07.10,False,True,False,by resignation,Queens-Gambit-Accepted-3.Nc3-Nf6
7834,https://www.chess.com/game/live/51197461249,120+1,2022.07.10,False,True,False,by resignation,Queens-Gambit-Declined-Chigorin-Defense-3.Nf3
7835,https://www.chess.com/game/live/51197978933,120+1,2022.07.10,False,True,False,by resignation,Reti-Opening-Tennison-Gambit
7836,https://www.chess.com/game/live/51198037859,120+1,2022.07.10,False,True,False,by checkmate,Petrovs-Defense-Classical-Attack-5...d5
7837,https://www.chess.com/game/live/51284473095,120+1,2022.07.11,True,False,False,on time,Ruy-Lopez-Opening-Morphy-Defense-Open-6.Re1-Nc5-7.Bxc6
7838,https://www.chess.com/game/live/51285033261,120+1,2022.07.11,False,True,False,by resignation,Pirc-Defense-Main-Line-Byrne-Variation-4...Bg7-5.Qd2-c6
7839,https://www.chess.com/game/live/51285077775,120+1,2022.07.11,False,True,False,by resignation,Four-Knights-Game-Italian-Variation
7840,https://www.chess.com/game/live/51286188727,120+1,2022.07.11,True,False,False,on time,Petrovs-Defense-Three-Knights-Game
7841,https://www.chess.com/game/live/51314435397,120+1,2022.07.11,False,True,False,by resignation,Scotch-Game-3...exd4-4.Nxd4
7842,https://www.chess.com/game/live/51314974019,120+1,2022.07.11,False,True,False,on time,Queens-Gambit-Accepted-3.Nc3-Nf6
7843,https://www.chess.com/game/live/51382791451,120+1,2022.07.12,False,True,False,by resignation,Queens-Gambit-Declined-Marshall-Defense-3.cxd5-Nxd5-4.e4-Nb6
7844,https://www.chess.com/game/live/51393102357,120+1,2022.07.12,False,True,False,by resignation,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4
7845,https://www.chess.com/game/live/51393642295,120+1,2022.07.12,False,True,False,by checkmate,Bishops-Opening-2...Nc6-3.Nf3
7846,https://www.chess.com/game/live/51394189037,120+1,2022.07.12,False,True,False,by resignation,Queens-Gambit-Declined-Marshall-Defense-3.cxd5-Nxd5-4.e4-Nb6-5.Nc3
7847,https://www.chess.com/game/live/51394247369,120+1,2022.07.12,True,False,False,on time,Scotch-Game-3...exd4-4.Nxd4-Nxd4-5.Qxd4
7848,https://www.chess.com/game/live/51394765285,120+1,2022.07.12,True,False,False,on time,Scotch-Game-3...exd4-4.Nxd4-d6
7849,https://www.chess.com/game/live/51394857715,120+1,2022.07.12,False,True,False,by resignation,Scotch-Game-3...exd4-4.Nxd4-d6
7850,https://www.chess.com/game/live/51401963395,120+1,2022.07.12,False,True,False,by resignation,Vienna-Game-Max-Lange-Vienna-Gambit-Knight-Variation
7851,https://www.chess.com/game/live/51449352197,300+5,2022.07.13,False,True,False,by checkmate,Queens-Gambit-Accepted-3.Nc3-Nf6
7852,https://www.chess.com/game/live/51451782385,120+1,2022.07.13,False,True,False,by resignation,Caro-Kann-Defense-Two-Knights-Attack
7853,https://www.chess.com/game/live/51467420681,120+1,2022.07.13,False,True,False,by checkmate,Italian-Game-Two-Knights-Defense-4.O-O-Nxe4
7854,https://www.chess.com/game/live/51467442269,120+1,2022.07.13,False,True,False,by resignation,Scotch-Game...4.Nxd4-Nxd4-5.Qxd4-d6
